player,season,tm,pos,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,trb,ast,stl,blk,tov,pf,pts,avg_mp,avg_fg,avg_fga,avg_3p,avg_3pa,avg_2p,avg_2pa,avg_ft,avg_fta,avg_pts,avg_orb,avg_trb,avg_ast,avg_blk,avg_stl,avg_tov,avg_pf
Ariel Atkins,2019,WAS,G,33,33,804,123,296,0.416,51,143,0.357,72,153,0.471,0.502,43,53,0.811,24,93,65,48,18,34,73,340,24.4,3.7,9,1.5,4.3,2.2,4.6,1.3,1.6,10.3,0.7,2.8,2,0.5,1.5,1,2.2
Seimone Augustus,2019,MIN,G-F,12,7,156,20,64,0.313,2,12,0.167,18,52,0.346,0.328,3,4,0.75,2,7,15,5,1,12,5,45,13,1.7,5.3,0.2,1,1.5,4.3,0.2,0.3,3.8,0.2,0.6,1.2,0.1,0.4,1,0.4
Rachel Banham,2019,CON,G,29,0,353,37,115,0.322,22,72,0.306,15,43,0.349,0.417,9,13,0.692,1,30,26,8,2,26,34,105,12.2,1.3,4,0.8,2.5,0.5,1.5,0.3,0.4,3.6,0,1,0.9,0.1,0.3,0.9,1.2
Alana Beard,2019,LAS,G-F,16,3,235,22,49,0.449,1,5,0.2,21,44,0.477,0.459,7,9,0.778,2,24,23,12,3,9,21,52,14.7,1.4,3.1,0.1,0.3,1.3,2.8,0.4,0.6,3.2,0.1,1.5,1.4,0.2,0.8,0.6,1.3
Kenisha Bell,2019,MIN,G,3,0,11,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,1,1,0,0,1,1,0,3.7,0,0.3,0,0.3,0,0,0,0,0,0,0.3,0.3,0,0,0.3,0.3
Alex Bentley,2019,ATL,G,29,4,634,99,323,0.307,32,136,0.235,67,187,0.358,0.356,30,35,0.857,10,54,86,21,9,44,56,260,21.9,3.4,11.1,1.1,4.7,2.3,6.4,1,1.2,9,0.3,1.9,3,0.3,0.7,1.5,1.9
Tiffany Bias,2019,NYL,G,12,0,105,7,28,0.25,3,19,0.158,4,9,0.444,0.304,6,7,0.857,0,6,11,3,0,8,7,23,8.8,0.6,2.3,0.2,1.6,0.3,0.8,0.5,0.6,1.9,0,0.5,0.9,0,0.2,0.7,0.6
Monique Billings,2019,ATL,F,29,2,553,56,144,0.389,1,1,1,55,143,0.385,0.392,47,60,0.783,61,201,16,17,12,46,66,160,19.1,1.9,5,0,0,1.9,4.9,1.6,2.1,5.5,2.1,6.9,0.6,0.4,0.6,1.6,2.3
DeWanna Bonner,2019,PHO,F-G,34,34,1120,190,504,0.377,52,191,0.272,138,313,0.441,0.429,153,167,0.916,34,260,92,44,21,53,55,585,32.9,5.6,14.8,1.5,5.6,4.1,9.2,4.5,4.9,17.2,1,7.6,2.7,0.6,1.3,1.6,1.6
Brittany Boyd,2019,NYL,G,33,17,649,71,180,0.394,7,23,0.304,64,157,0.408,0.414,26,34,0.765,27,121,151,47,4,81,68,175,19.7,2.2,5.5,0.2,0.7,1.9,4.8,0.8,1,5.3,0.8,3.7,4.6,0.1,1.4,2.5,2.1
Imani McGee-Stafford,2019,DAL,C,29,6,346,51,109,0.468,1,4,0.25,50,105,0.476,0.472,9,14,0.643,44,111,18,17,18,34,58,112,11.9,1.8,3.8,0,0.1,1.7,3.6,0.3,0.5,3.9,1.5,3.8,0.6,0.6,0.6,1.2,2
Jessica Breland,2019,ATL,F,33,33,767,104,275,0.378,9,38,0.237,95,237,0.401,0.395,29,33,0.879,42,240,55,42,35,38,65,246,23.2,3.2,8.3,0.3,1.2,2.9,7.2,0.9,1,7.5,1.3,7.3,1.7,1.1,1.3,1.2,2
Kalani Brown,2019,LAS,C,28,0,377,54,113,0.478,0,1,0,54,112,0.482,0.478,36,46,0.783,34,98,17,9,22,29,47,144,13.5,1.9,4,0,0,1.9,4,1.3,1.6,5.1,1.2,3.5,0.6,0.8,0.3,1,1.7
Lexie Brown,2019,MIN,G,33,0,605,84,209,0.402,52,135,0.385,32,74,0.432,0.526,30,38,0.789,7,45,47,31,1,41,42,250,18.3,2.5,6.3,1.6,4.1,1,2.2,0.9,1.2,7.6,0.2,1.4,1.4,0,0.9,1.2,1.3
Kennedy Burke,2019,IND,G,31,7,423,45,117,0.385,14,40,0.35,31,77,0.403,0.444,31,44,0.705,18,45,22,18,10,21,30,135,13.6,1.5,3.8,0.5,1.3,1,2.5,1,1.4,4.4,0.6,1.5,0.7,0.3,0.6,0.7,1
Liz Cambage,2019,LVA,C,32,30,807,196,389,0.504,2,12,0.167,194,377,0.515,0.506,116,155,0.748,63,261,68,19,51,72,88,510,25.2,6.1,12.2,0.1,0.4,6.1,11.8,3.6,4.8,15.9,2,8.2,2.1,1.6,0.6,2.2,2.8
Jordin Canada,2019,SEA,G,30,29,865,112,289,0.388,8,43,0.186,104,246,0.423,0.401,63,82,0.768,13,71,155,68,7,79,48,295,28.8,3.7,9.6,0.3,1.4,3.5,8.2,2.1,2.7,9.8,0.4,2.4,5.2,0.2,2.3,2.6,1.6
Bridget Carleton,2019,CON,G,4,0,29,0,6,0,0,2,0,0,4,0,0,0,0,NA,1,3,1,0,0,1,2,0,7.2,0,1.5,0,0.5,0,1,0,0,0,0.2,0.8,0.2,0,0,0.2,0.5
Bridget Carleton,2019,MIN,G,4,0,11,1,2,0.5,1,2,0.5,0,0,NA,0.75,0,0,NA,0,1,0,0,0,0,0,3,2.8,0.2,0.5,0.2,0.5,0,0,0,0,0.8,0,0.2,0,0,0,0,0
Bridget Carleton,2019,TOT,G,8,0,40,1,8,0.125,1,4,0.25,0,4,0,0.188,0,0,NA,1,4,1,0,0,1,2,3,5,0.1,1,0.1,0.5,0,0.5,0,0,0.4,0.1,0.5,0.1,0,0,0.1,0.2
Essence Carson,2019,PHO,G,23,13,425,45,128,0.352,14,41,0.341,31,87,0.356,0.406,29,37,0.784,11,51,35,12,8,17,23,133,18.5,2,5.6,0.6,1.8,1.3,3.8,1.3,1.6,5.8,0.5,2.2,1.5,0.3,0.5,0.7,1
Arica Carter,2019,PHO,,6,0,24,1,5,0.2,0,4,0,1,1,1,0.2,0,0,NA,0,0,1,1,0,2,5,2,4,0.2,0.8,0,0.7,0.2,0.2,0,0,0.3,0,0,0.2,0,0.2,0.3,0.8
Maite Cazorla,2019,ATL,G,31,1,477,29,93,0.312,13,55,0.236,16,38,0.421,0.382,21,24,0.875,2,21,49,18,1,29,22,92,15.4,0.9,3,0.4,1.8,0.5,1.2,0.7,0.8,3,0.1,0.7,1.6,0,0.6,0.9,0.7
Tina Charles,2019,NYL,C,33,33,1028,220,566,0.389,11,59,0.186,209,507,0.412,0.398,108,133,0.812,65,249,78,23,29,85,92,559,31.2,6.7,17.2,0.3,1.8,6.3,15.4,3.3,4,16.9,2,7.5,2.4,0.9,0.7,2.6,2.8
Karima Christmas-Kelly,2019,MIN,F-G,6,0,72,5,18,0.278,3,11,0.273,2,7,0.286,0.361,3,5,0.6,1,5,6,5,1,4,8,16,12,0.8,3,0.5,1.8,0.3,1.2,0.5,0.8,2.7,0.2,0.8,1,0.2,0.8,0.7,1.3
Layshia Clarendon,2019,CON,G,9,0,138,18,43,0.419,2,2,1,16,41,0.39,0.442,18,21,0.857,7,22,19,3,0,8,7,56,15.3,2,4.8,0.2,0.2,1.8,4.6,2,2.3,6.2,0.8,2.4,2.1,0,0.3,0.9,0.8
Alysha Clark,2019,SEA,F,31,30,881,114,237,0.481,51,106,0.481,63,131,0.481,0.589,18,22,0.818,37,145,79,33,17,48,60,297,28.4,3.7,7.6,1.6,3.4,2,4.2,0.6,0.7,9.6,1.2,4.7,2.5,0.5,1.1,1.5,1.9
Natasha Cloud,2019,WAS,G,34,34,1093,110,279,0.394,45,138,0.326,65,141,0.461,0.475,41,60,0.683,6,85,189,35,7,65,69,306,32.1,3.2,8.2,1.3,4.1,1.9,4.1,1.2,1.8,9,0.2,2.5,5.6,0.2,1,1.9,2
Alaina Coates,2019,ATL,C,9,0,75,9,14,0.643,0,0,NA,9,14,0.643,0.643,7,13,0.538,8,27,1,2,6,4,20,25,8.3,1,1.6,0,0,1,1.6,0.8,1.4,2.8,0.9,3,0.1,0.7,0.2,0.4,2.2
Alaina Coates,2019,MIN,C,14,0,92,15,31,0.484,0,0,NA,15,31,0.484,0.484,5,8,0.625,13,33,1,3,5,5,17,35,6.6,1.1,2.2,0,0,1.1,2.2,0.4,0.6,2.5,0.9,2.4,0.1,0.4,0.2,0.4,1.2
Alaina Coates,2019,TOT,C,23,0,167,24,45,0.533,0,0,NA,24,45,0.533,0.533,12,21,0.571,21,60,2,5,11,9,37,60,7.3,1,2,0,0,1,2,0.5,0.9,2.6,0.9,2.6,0.1,0.5,0.2,0.4,1.6
Nia Coffey,2019,ATL,F,28,6,389,47,139,0.338,22,58,0.379,25,81,0.309,0.417,23,42,0.548,23,78,12,14,13,21,52,139,13.9,1.7,5,0.8,2.1,0.9,2.9,0.8,1.5,5,0.8,2.8,0.4,0.5,0.5,0.8,1.9
Napheesa Collier,2019,MIN,F,34,34,1131,167,341,0.49,30,83,0.361,137,258,0.531,0.534,80,101,0.792,60,223,87,65,32,65,99,444,33.3,4.9,10,0.9,2.4,4,7.6,2.4,3,13.1,1.8,6.6,2.6,0.9,1.9,1.9,2.9
Sydney Colson,2019,LVA,G,33,0,379,37,84,0.44,9,20,0.45,28,64,0.438,0.494,27,33,0.818,2,23,59,31,4,28,40,110,11.5,1.1,2.5,0.3,0.6,0.8,1.9,0.8,1,3.3,0.1,0.7,1.8,0.1,0.9,0.8,1.2
Kahleah Copper,2019,CHI,G-F,34,0,502,79,204,0.387,15,49,0.306,64,155,0.413,0.424,54,70,0.771,12,64,30,14,3,43,51,227,14.8,2.3,6,0.4,1.4,1.9,4.6,1.6,2.1,6.7,0.4,1.9,0.9,0.1,0.4,1.3,1.5
Sophie Cunningham,2019,PHO,G,32,5,389,28,79,0.354,14,46,0.304,14,33,0.424,0.443,30,34,0.882,6,45,25,11,4,20,53,100,12.2,0.9,2.5,0.4,1.4,0.4,1,0.9,1.1,3.1,0.2,1.4,0.8,0.1,0.3,0.6,1.7
Damiris Dantas,2019,MIN,F,26,26,667,89,206,0.432,42,107,0.393,47,99,0.475,0.534,19,26,0.731,28,116,84,19,15,45,74,239,25.7,3.4,7.9,1.6,4.1,1.8,3.8,0.7,1,9.2,1.1,4.5,3.2,0.6,0.7,1.7,2.8
Kaela Davis,2019,DAL,G,33,16,634,76,231,0.329,16,51,0.314,60,180,0.333,0.364,29,33,0.879,16,73,69,18,6,73,79,197,19.2,2.3,7,0.5,1.5,1.8,5.5,0.9,1,6,0.5,2.2,2.1,0.2,0.5,2.2,2.4
Elena Delle Donne,2019,WAS,F-G,31,31,901,220,427,0.515,52,121,0.43,168,306,0.549,0.576,114,117,0.974,48,255,68,19,39,30,32,606,29.1,7.1,13.8,1.7,3.9,5.4,9.9,3.7,3.8,19.5,1.5,8.2,2.2,1.3,0.6,1,1
Diamond DeShields,2019,CHI,G,34,34,1027,192,481,0.399,50,158,0.316,142,323,0.44,0.451,117,140,0.836,29,187,82,43,14,74,92,551,30.2,5.6,14.1,1.5,4.6,4.2,9.5,3.4,4.1,16.2,0.9,5.5,2.4,0.4,1.3,2.2,2.7
Blake Dietrick,2019,SEA,G,17,1,106,1,10,0.1,0,6,0,1,4,0.25,0.1,4,6,0.667,1,10,16,3,2,10,14,6,6.2,0.1,0.6,0,0.4,0.1,0.2,0.2,0.4,0.4,0.1,0.6,0.9,0.1,0.2,0.6,0.8
Stefanie Dolson,2019,CHI,C,34,34,850,121,233,0.519,30,83,0.361,91,150,0.607,0.584,44,49,0.898,41,189,75,21,34,66,125,316,25,3.6,6.9,0.9,2.4,2.7,4.4,1.3,1.4,9.3,1.2,5.6,2.2,1,0.6,1.9,3.7
Candice Dupree,2019,IND,F,34,34,1043,174,369,0.472,0,3,0,174,366,0.475,0.472,47,56,0.839,24,169,86,15,19,52,34,395,30.7,5.1,10.9,0,0.1,5.1,10.8,1.4,1.6,11.6,0.7,5,2.5,0.6,0.4,1.5,1
Asia Durr,2019,NYL,G,18,15,480,71,152,0.467,15,51,0.294,56,101,0.554,0.516,18,22,0.818,5,29,31,10,7,21,34,175,26.7,3.9,8.4,0.8,2.8,3.1,5.6,1,1.2,9.7,0.3,1.6,1.7,0.4,0.6,1.2,1.9
Temi Fagbenle,2019,MIN,F,18,0,271,42,81,0.519,1,6,0.167,41,75,0.547,0.525,13,18,0.722,22,52,15,6,6,32,41,98,15.1,2.3,4.5,0.1,0.3,2.3,4.2,0.7,1,5.4,1.2,2.9,0.8,0.3,0.3,1.8,2.3
Jamierra Faulkner,2019,CHI,G,13,0,72,6,18,0.333,1,9,0.111,5,9,0.556,0.361,4,8,0.5,2,4,11,2,0,5,8,17,5.5,0.5,1.4,0.1,0.7,0.4,0.7,0.3,0.6,1.3,0.2,0.3,0.8,0,0.2,0.4,0.6
Sylvia Fowles,2019,MIN,C,34,34,1003,197,335,0.588,0,0,NA,197,335,0.588,0.588,70,99,0.707,92,302,51,32,47,68,88,464,29.5,5.8,9.9,0,0,5.8,9.9,2.1,2.9,13.6,2.7,8.9,1.5,1.4,0.9,2,2.6
Allisha Gray,2019,DAL,G,34,29,1035,117,256,0.457,33,86,0.384,84,170,0.494,0.521,95,112,0.848,45,141,78,42,14,49,87,362,30.4,3.4,7.5,1,2.5,2.5,5,2.8,3.3,10.6,1.3,4.1,2.3,0.4,1.2,1.4,2.6
Chelsea Gray,2019,LAS,G,34,34,1108,188,452,0.416,50,131,0.382,138,321,0.43,0.471,66,72,0.917,14,128,202,33,3,108,49,492,32.6,5.5,13.3,1.5,3.9,4.1,9.4,1.9,2.1,14.5,0.4,3.8,5.9,0.1,1,3.2,1.4
Reshanda Gray,2019,NYL,F,34,10,519,71,150,0.473,1,2,0.5,70,148,0.473,0.477,35,62,0.565,62,176,18,16,7,42,113,178,15.3,2.1,4.4,0,0.1,2.1,4.4,1,1.8,5.2,1.8,5.2,0.5,0.2,0.5,1.2,3.3
Brittney Griner,2019,PHO,C,31,31,1018,270,479,0.564,1,3,0.333,269,476,0.565,0.565,101,125,0.808,51,222,75,22,62,76,85,642,32.8,8.7,15.5,0,0.1,8.7,15.4,3.3,4,20.7,1.6,7.2,2.4,2,0.7,2.5,2.7
Marie Gulich,2019,ATL,C,31,1,349,39,108,0.361,8,25,0.32,31,83,0.373,0.398,16,22,0.727,35,85,19,5,24,32,62,102,11.3,1.3,3.5,0.3,0.8,1,2.7,0.5,0.7,3.3,1.1,2.7,0.6,0.8,0.2,1,2
Megan Gustafson,2019,DAL,C,25,0,238,27,55,0.491,1,9,0.111,26,46,0.565,0.5,18,20,0.9,20,63,7,4,6,10,26,73,9.5,1.1,2.2,0,0.4,1,1.8,0.7,0.8,2.9,0.8,2.5,0.3,0.2,0.2,0.4,1
Dearica Hamby,2019,LVA,F,34,9,842,141,289,0.488,17,53,0.321,124,236,0.525,0.517,74,103,0.718,76,257,65,33,12,61,71,373,24.8,4.1,8.5,0.5,1.6,3.6,6.9,2.2,3,11,2.2,7.6,1.9,0.4,1,1.8,2.1
Isabelle Harrison,2019,DAL,F,31,29,794,110,241,0.456,0,6,0,110,235,0.468,0.456,48,67,0.716,72,181,42,35,25,48,80,268,25.6,3.5,7.8,0,0.2,3.5,7.6,1.5,2.2,8.6,2.3,5.8,1.4,0.8,1.1,1.5,2.6
Bria Hartley,2019,NYL,G,24,18,545,79,210,0.376,24,73,0.329,55,137,0.401,0.433,53,66,0.803,18,77,76,18,1,50,55,235,22.7,3.3,8.8,1,3,2.3,5.7,2.2,2.8,9.8,0.8,3.2,3.2,0,0.8,2.1,2.3
Tianna Hawkins,2019,WAS,F,31,1,477,113,220,0.514,33,91,0.363,80,129,0.62,0.589,37,40,0.925,47,129,23,14,4,35,77,296,15.4,3.6,7.1,1.1,2.9,2.6,4.2,1.2,1.3,9.5,1.5,4.2,0.7,0.1,0.5,1.1,2.5
Tiffany Hayes,2019,ATL,G,29,29,817,147,374,0.393,36,117,0.308,111,257,0.432,0.441,97,127,0.764,21,87,82,29,8,70,71,427,28.2,5.1,12.9,1.2,4,3.8,8.9,3.3,4.4,14.7,0.7,3,2.8,0.3,1,2.4,2.4
Natisha Hiedeman,2019,CON,G,20,0,205,24,58,0.414,13,28,0.464,11,30,0.367,0.526,12,24,0.5,7,30,38,8,2,13,25,73,10.2,1.2,2.9,0.7,1.4,0.6,1.5,0.6,1.2,3.6,0.3,1.5,1.9,0.1,0.4,0.7,1.2
Tayler Hill,2019,DAL,G,4,2,49,4,13,0.308,1,6,0.167,3,7,0.429,0.346,4,5,0.8,2,5,3,1,0,0,4,13,12.2,1,3.2,0.2,1.5,0.8,1.8,1,1.2,3.2,0.5,1.2,0.8,0,0.2,0,1
Myisha Hines-Allen,2019,WAS,F,27,0,211,25,69,0.362,6,16,0.375,19,53,0.358,0.406,7,12,0.583,25,58,24,9,11,21,32,63,7.8,0.9,2.6,0.2,0.6,0.7,2,0.3,0.4,2.3,0.9,2.1,0.9,0.4,0.3,0.8,1.2
Bria Holmes,2019,CON,G,34,0,529,77,193,0.399,20,63,0.317,57,130,0.438,0.451,39,58,0.672,10,49,31,16,7,30,36,213,15.6,2.3,5.7,0.6,1.9,1.7,3.8,1.1,1.7,6.3,0.3,1.4,0.9,0.2,0.5,0.9,1.1
Anriel Howard,2019,SEA,,3,0,20,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,NA,2,3,0,1,0,2,4,5,6.7,0.7,1.7,0.3,0.7,0.3,1,0,0,1.7,0.7,1,0,0,0.3,0.7,1.3
Natasha Howard,2019,SEA,F,34,34,1066,227,517,0.439,32,104,0.308,195,413,0.472,0.47,128,158,0.81,92,279,72,74,59,99,100,614,31.4,6.7,15.2,0.9,3.1,5.7,12.1,3.8,4.6,18.1,2.7,8.2,2.1,1.7,2.2,2.9,2.9
Chloe Jackson,2019,CHI,G,8,0,32,2,9,0.222,0,0,NA,2,9,0.222,0.222,1,6,0.167,3,6,4,5,0,6,1,5,4,0.2,1.1,0,0,0.2,1.1,0.1,0.8,0.6,0.4,0.8,0.5,0,0.6,0.8,0.1
Briann January,2019,PHO,G,32,26,852,71,182,0.39,31,82,0.378,40,100,0.4,0.475,36,43,0.837,6,42,103,26,3,54,67,209,26.6,2.2,5.7,1,2.6,1.2,3.1,1.1,1.3,6.5,0.2,1.3,3.2,0.1,0.8,1.7,2.1
Marine Johannes,2019,NYL,,19,0,345,48,110,0.436,25,66,0.379,23,44,0.523,0.55,15,19,0.789,9,34,46,8,3,22,30,136,18.2,2.5,5.8,1.3,3.5,1.2,2.3,0.8,1,7.2,0.5,1.8,2.4,0.2,0.4,1.2,1.6
Glory Johnson,2019,DAL,F,28,19,676,78,214,0.364,35,103,0.34,43,111,0.387,0.446,14,24,0.583,27,144,39,39,18,28,45,205,24.1,2.8,7.6,1.2,3.7,1.5,4,0.5,0.9,7.3,1,5.1,1.4,0.6,1.4,1,1.6
Shenise Johnson,2019,IND,G,17,0,219,30,90,0.333,8,33,0.242,22,57,0.386,0.378,15,16,0.938,11,35,18,12,2,12,17,83,12.9,1.8,5.3,0.5,1.9,1.3,3.4,0.9,0.9,4.9,0.6,2.1,1.1,0.1,0.7,0.7,1
Alexis Jones,2019,LAS,G,20,1,243,28,70,0.4,11,33,0.333,17,37,0.459,0.479,12,15,0.8,2,22,36,6,4,27,29,79,12.2,1.4,3.5,0.6,1.6,0.8,1.9,0.6,0.8,4,0.1,1.1,1.8,0.2,0.3,1.4,1.4
Brionna Jones,2019,CON,F,27,0,227,35,75,0.467,0,1,0,35,74,0.473,0.467,24,36,0.667,37,59,9,9,7,19,36,94,8.4,1.3,2.8,0,0,1.3,2.7,0.9,1.3,3.5,1.4,2.2,0.3,0.3,0.3,0.7,1.3
Jonquel Jones,2019,CON,F,34,34,980,173,386,0.448,43,139,0.309,130,247,0.526,0.504,108,132,0.818,113,330,52,43,68,66,96,497,28.8,5.1,11.4,1.3,4.1,3.8,7.3,3.2,3.9,14.6,3.3,9.7,1.5,2,1.3,1.9,2.8
Paris Kea,2019,IND,G,11,0,60,11,27,0.407,5,9,0.556,6,18,0.333,0.5,2,4,0.5,1,5,6,1,2,9,4,29,5.5,1,2.5,0.5,0.8,0.5,1.6,0.2,0.4,2.6,0.1,0.5,0.5,0.2,0.1,0.8,0.4
Betnijah Laney,2019,IND,G-F,34,27,877,77,213,0.362,20,66,0.303,57,147,0.388,0.408,18,31,0.581,32,143,59,48,4,49,55,192,25.8,2.3,6.3,0.6,1.9,1.7,4.3,0.5,0.9,5.6,0.9,4.2,1.7,0.1,1.4,1.4,1.6
Crystal Langhorne,2019,SEA,F-C,34,4,577,70,171,0.409,18,57,0.316,52,114,0.456,0.462,33,44,0.75,27,106,33,10,9,43,35,191,17,2.1,5,0.5,1.7,1.5,3.4,1,1.3,5.6,0.8,3.1,1,0.3,0.3,1.3,1
Jantel Lavender,2019,CHI,F,23,22,619,103,210,0.49,6,27,0.222,97,183,0.53,0.505,19,21,0.905,46,158,26,7,13,32,34,231,26.9,4.5,9.1,0.3,1.2,4.2,8,0.8,0.9,10,2,6.9,1.1,0.6,0.3,1.4,1.5
Camille Little,2019,PHO,F,29,0,425,40,92,0.435,7,21,0.333,33,71,0.465,0.473,25,31,0.806,19,69,23,11,8,25,51,112,14.7,1.4,3.2,0.2,0.7,1.1,2.4,0.9,1.1,3.9,0.7,2.4,0.8,0.3,0.4,0.9,1.8
Jewell Loyd,2019,SEA,G,27,21,686,117,299,0.391,34,101,0.337,83,198,0.419,0.448,64,69,0.928,11,74,54,35,3,52,33,332,25.4,4.3,11.1,1.3,3.7,3.1,7.3,2.4,2.6,12.3,0.4,2.7,2,0.1,1.3,1.9,1.2
Sancho Lyttle,2019,PHO,F,20,2,250,26,62,0.419,1,4,0.25,25,58,0.431,0.427,5,8,0.625,14,58,6,12,5,12,27,58,12.5,1.3,3.1,0,0.2,1.2,2.9,0.2,0.4,2.9,0.7,2.9,0.3,0.2,0.6,0.6,1.4
Marina Mabrey,2019,LAS,G,31,0,355,45,131,0.344,21,77,0.273,24,54,0.444,0.424,14,16,0.875,6,38,30,19,7,24,23,125,11.5,1.5,4.2,0.7,2.5,0.8,1.7,0.5,0.5,4,0.2,1.2,1,0.2,0.6,0.8,0.7
Victoria Macaulay,2019,CHI,C,5,0,22,2,5,0.4,0,0,NA,2,5,0.4,0.4,2,2,1,1,4,0,2,1,0,3,6,4.4,0.4,1,0,0,0.4,1,0.4,0.4,1.2,0.2,0.8,0,0.2,0.4,0,0.6
Stephanie Mavunga,2019,IND,F,24,0,204,24,47,0.511,0,1,0,24,46,0.522,0.511,12,17,0.706,21,56,4,6,7,10,39,60,8.5,1,2,0,0,1,1.9,0.5,0.7,2.5,0.9,2.3,0.2,0.3,0.2,0.4,1.6
Kayla McBride,2019,LVA,G,34,34,990,152,358,0.425,62,145,0.428,90,213,0.423,0.511,87,96,0.906,22,141,88,41,3,59,46,453,29.1,4.5,10.5,1.8,4.3,2.6,6.3,2.6,2.8,13.3,0.6,4.1,2.6,0.1,1.2,1.7,1.4
Erica McCall,2019,IND,F,15,0,104,3,22,0.136,0,0,NA,3,22,0.136,0.136,8,8,1,11,27,6,1,6,3,13,14,6.9,0.2,1.5,0,0,0.2,1.5,0.5,0.5,0.9,0.7,1.8,0.4,0.4,0.1,0.2,0.9
Brooke McCarty-Williams,2019,DAL,G,34,3,447,26,90,0.289,18,50,0.36,8,40,0.2,0.389,11,12,0.917,10,45,64,16,1,29,42,81,13.1,0.8,2.6,0.5,1.5,0.2,1.2,0.3,0.4,2.4,0.3,1.3,1.9,0,0.5,0.9,1.2
Angel McCoughtry,2019,ATL,F-G,1,1,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teaira McCowan,2019,IND,C,34,16,752,119,230,0.517,0,0,NA,119,230,0.517,0.517,103,150,0.687,108,305,8,20,44,44,110,341,22.1,3.5,6.8,0,0,3.5,6.8,3,4.4,10,3.2,9,0.2,1.3,0.6,1.3,3.2
Emma Meesseman,2019,WAS,F,23,6,543,122,221,0.552,19,45,0.422,103,176,0.585,0.595,38,42,0.905,27,97,73,20,15,22,41,301,23.6,5.3,9.6,0.8,2,4.5,7.7,1.7,1.8,13.1,1.2,4.2,3.2,0.7,0.9,1,1.8
